Id,SalePrice
2658,146536.40937924883
2718,165947.1085128576
2414,218056.15947845488
1989,114425.29126204223
625,174471.04519287354
333,75914.93791183666
1327,109472.5890462452
858,149171.21139201988
95,178826.85479679026
1568,170377.9978907953
2482,139348.49684116122
1364,124987.45485639817
2584,152952.43501777467
818,262112.24491654674
2673,157438.59469171398
2089,117394.2212931991
1297,141677.36768882204
790,121488.81287725782
2616,192242.59340898722
720,194422.28988192166
222,146413.3872286758
557,129201.32051188684
1148,171602.69957686082
2766,177960.35745827778
534,188709.94753317768
1452,113433.22847488636
630,126110.06378565315
2648,131916.7797941541
125,158139.01756912924
1904,35362.4236367548
1670,89832.38802619188
756,94282.21859702001
717,247679.25604317256
1032,168289.95895675084
852,207492.77109417203
1731,177978.85554825806
2639,110075.63913874366
2071,75388.68300622191
1267,147726.87610082878
1851,214098.1620636468
567,164538.16812202148
2439,208690.32235734514
1898,153670.39222750248
647,179403.92423496553
2256,203199.99435302988
979,87618.43830882426
1444,219936.4566733493
2485,114015.141562769
157,112462.33624877273
88,122615.76445046868
2003,108636.7694105226
186,213751.95642206733
1425,240377.67575679562
2695,127399.74496836023
738,110849.75829381483
395,154698.14396417496
1353,170618.25749628304
1878,148136.83285267372
390,158057.11522642104
1456,231672.6897302376
1103,332390.2707615001
1387,143650.14681221748
2070,149336.1176995368
1199,170648.6924644324
2479,176816.32262432724
501,320479.5710823445
2362,91838.11319637354
1718,224991.23807677758
2188,75332.09607088513
1483,146619.79854876464
2557,83157.00539110335
437,374842.64776507876
2224,218209.66889956925
1628,168694.08395213168
397,124544.55590067076
587,198466.0476311442
2182,570766.1642435042
971,164035.04084095053
2611,156508.75786641135
1887,97226.65120014775
2399,386432.40115521185
2148,194130.5825502011
304,116048.47569467226
1997,117067.1519592889
2817,108580.52956763329
1431,217623.9136681854
427,329582.6997472141
263,119029.23704155309
598,183451.02718722707
2895,246673.18866037822
687,138221.5428186832
1822,135044.23454294744
2191,106467.49545349626
179,111292.19141479518
1009,237592.0513061855
2010,126618.12325161122
1991,126696.22539673219
1411,179518.33798837304
1721,227589.90638847972
1144,189291.63053511424
593,218824.56393793743
575,321911.85703562445
1249,174258.05420361596
1604,118443.24063606084
1064,474193.0498822067
1923,159278.94580416175
1988,100351.30768140775
2325,166431.14980455267
114,200562.74446984736
2700,177643.26846218144
217,134855.43042196645
343,187914.95249977504
386,236158.82196678626
2005,124778.68023799668
2908,144081.08182225376
1814,256263.44418251814
2446,485109.5084378815
208,133335.45901769915
1679,92424.88108087382
822,320598.61444969196
6,180049.6044627221
1781,390300.5072263791
2397,320296.26460801944
2340,327394.77319896204
1618,170355.92122406745
2843,140762.5165746889
1061,373034.6292856117
2786,117132.5283469728
1935,131776.1999407334
1341,114609.11527897094
521,266528.87516195443
2136,126873.78608555892
996,204056.5160538059
227,142837.6467597295
135,170061.89613658495
1167,155275.26632900155
294,238405.84708817513
1776,208616.86350569772
540,186886.30529987704
1717,221614.62528420327
2303,123130.09301827147
116,189632.5838950733
127,142664.50272164744
1371,134884.1064354158
1014,177182.4089784339
1507,106120.81381690151
702,142678.76072397895
750,144261.20615170462
261,138983.11600090066
1559,86506.4427120516
577,241555.9645493527
2812,198520.85241320098
2080,159560.81081048062
1368,107952.09628061579
2376,117081.31783062327
659,115290.67967562814
1235,122078.04027648928
332,71908.22180581951
1917,143124.15136326698
2094,234397.07371090722
1460,247998.89114523347
1471,221730.73359593406
1509,124889.9541278471
1922,122727.82299299209
433,476507.660121661
460,271968.77099875547
1116,247966.7712969224
1137,177898.90691298837
53,160301.43683235423
2354,269421.4513592443
1475,198686.12129763834
1761,494471.5076923397
842,136715.42190448352
2739,186528.74439330734
2509,157302.4531031674
1007,212518.1454607131
2610,176054.44419427786
1952,82581.94865391437
2719,162866.10040191526
2921,77885.13974045232
1966,148352.3995536103
292,143855.29083941007
1204,197038.85911417316
1829,264610.42681009916
2419,185630.66617938297
391,146682.52422267807
798,121304.41124900931
481,203670.42993519714
193,197418.82235284252
555,121566.46817020871
899,66628.19992231263
2357,169531.86023286337
328,129126.15228162287
1356,123830.29888656671
1154,103623.84858161373
1730,182359.6499906508
2249,142410.87277293002
1119,288138.06064478296
2856,163773.87446546956
1394,138065.40853222186
2587,107132.68848312247
61,307738.3529812304
2661,169678.76790055944
2711,124926.31465811262
1147,181397.15676697195
757,119774.63190167512
2623,98917.2100462604
2378,123031.1485059506
1413,155720.9448106165
1722,222459.7458379058
1112,237221.0230348432
1623,189449.43990793877
1201,195010.7812032505
1513,110944.32568619524
957,310191.5583334976
1171,252787.2193463045
1145,195852.47301211217
2726,242409.9483733392
703,131731.91671568528
760,104332.14406761418
1964,146972.3899989157
2512,186511.72613221346
159,147372.19441173816
1281,171755.66484426448
468,199254.71340258108
290,126929.17362901298
665,98735.7542514305
1463,254922.44099511707
1792,234381.3263948668
923,174374.98787320632
500,293656.8996915888
1408,188510.3266221326
331,76931.70178048853
170,136851.14592819504
2192,94446.29896532379
2571,288283.66641416826
2314,174695.6064852478
2647,85879.32668296563
422,429962.21071141027
2457,348568.1988251204
1838,176573.52462535803
2805,240911.09565147164
1645,151938.0844725228
1711,316896.5106331218
2825,245540.36237181182
322,322334.04161296046
2103,250479.93732203316
342,124208.11460816368
600,112254.40522562982
488,167064.81644179605
1725,298018.9449095671
2246,294952.10797106154
2847,165055.0332739513
806,236209.57877311594
530,241640.36084413
963,190362.91251312947
2678,107125.24715557529
171,83897.27663496668
2401,438473.6433230951
805,218136.48203906644
2259,249929.193143527
1748,185326.22172146259
1361,147649.2392998518
1677,103770.26518471056
1406,158439.5062820182
2322,229793.73631601685
688,152750.9763501418
143,145941.41219327616
804,200850.45130763645
1214,169258.75885544924
2828,136052.71215808083
1999,211139.18994815784
2467,200546.21520694267
2665,153568.83758371056
1538,331991.0293320925
398,109778.18889675995
2822,147937.98068747626
2157,138684.4896796781
1856,212525.76768877218
1269,98908.54760575505
2570,118934.45598894087
2320,224522.46814524467
1517,120406.46466844773
2304,126885.75663141608
1312,86659.83967060485
2012,128017.38112260948
506,266071.78874649736
2865,211951.82893871103
2367,97521.20127519857
554,74646.32667325232
238,132728.1125407959
1954,89635.08364056825
2488,124170.97969069512
2291,75574.56496195345
1969,101219.58480156529
2725,187676.54781383954
1482,141406.3640067002
2763,212540.2032555792
503,266638.5215460829
1584,258862.08220683306
1531,156185.18377403106
2210,182277.65443681632
459,317019.26732504414
556,122821.29535315209
1347,124741.6271283859
1290,74038.2252219363
1388,105963.3918140082
1571,240980.65210481815
2754,193191.21210324438
765,147415.0720112076
2494,127414.26419029737
2870,227184.75100519363
7,250441.67105507822
1114,251408.60149454325
2418,266487.5129746216
291,151420.79962952773
18,389943.44806628954
39,391254.8441299325
1001,285696.158038207
2442,232911.58499769302
616,130620.48480186588
2680,82596.94909631202
1414,109666.85048224172
289,147512.93730787165
40,267711.82493036706
860,138580.3564948231
409,122847.15056438153
673,158708.520888891
2427,162208.05876037286
2036,210762.10922362443
2564,137517.4028756138
642,175737.1907359465
1008,186023.57660693157
1908,168058.81218315824
2519,203229.86252184468
1369,83894.85505594398
2855,179575.72058737514
712,98604.2079303366
1943,117456.44393111637
1958,141063.6343457534
107,175020.2163522445
2295,231813.8428273868
704,100542.27507202329
676,117510.71026992792
259,175772.1231415234
93,295276.2077300909
106,245461.64650946742
2315,174244.97814516403
1050,97120.08704951013
1095,226196.31338811756
2709,157639.1057190079
758,157962.5078560213
1496,163681.96819536484
2370,100840.15249977619
2458,295799.76312501903
2733,141862.58441925
161,248410.96948181343
726,156343.21454627963
845,214041.99970989831
947,265164.36711821705
2232,108425.49663746197
2563,132071.28723598926
2299,156111.0838515175
211,93479.36490594395
605,144407.06042560615
1478,207143.17146131056
2247,286023.1307783489
2274,238437.95435166912
2869,236888.79441473726
967,216781.85956446466
2656,103641.12171298565
667,213934.00947980786
1042,102324.61211758743
2023,149850.70890363582
2447,389072.0707957441
2055,119519.82228967521
2275,269008.8581891457
2204,186805.35005884783
1563,279513.5498340443
483,224094.5832285863
796,113617.21538082659
1526,157605.43974042602
2042,141020.985513236
442,356846.4324831348
1693,321647.8924182206
1468,220934.00365708326
1430,189270.49022083002
2605,167729.22186311794
1529,210938.70710794593
335,138558.73415183934
1287,131187.03801699926
31,87823.3194265341
1785,308437.16070361226
82,136080.94552438933
2620,141866.50063848443
252,176502.12897785121
721,60381.41041677845
2165,180512.20765686495
2316,187114.35014308148
775,128464.52132191142
1558,86913.41715197345
17,220300.813225581
1022,244181.24631518475
925,127703.5966564536
438,293547.69308077305
1270,144720.59183236418
1272,117448.70560574788
215,148899.2853208762
266,219553.97065233786
2402,303367.5667474783
1250,122542.77467477758
1984,131270.7503382356
1279,145432.80332259735
377,246477.52269394152
1252,136038.5961099867
2156,262986.86530289473
499,347035.87200252624
1374,113113.35681025859
2898,267476.0875233778
401,109322.54745511578
2721,171514.8994936651
2078,264836.19150101213
2589,118857.51201527797
1946,225154.5246008603
1334,121690.64681148827
2781,213707.14658507414
431,388240.41828382935
576,204823.92134489914
1474,208350.4857377177
2254,133780.213159587
2155,287603.7176274576
885,104329.96851051057
643,128501.3933937613
1944,115695.34895512814
480,206618.1863042032
2845,99561.3243436708
2387,318727.44987091003
2407,207008.76133911195
2527,155241.77146442907
2514,147238.54026534123
629,163766.84105143067
80,204300.46947046663
1876,141525.29269309298
1546,108466.53524854759
2518,192267.99630212743
2347,147328.1512600255
783,232815.14793472318
1322,57266.95676072924
194,91575.11583803677
1770,304957.2167773744
2143,140920.31608304047
1229,230313.2309113921
511,293941.7016666927
46,229954.15575614135
1348,161296.17753375004
2465,202422.6444535992
387,238180.38951968442
873,225044.36844893906
1918,111007.20465059637
2764,238401.82849001448
2184,117794.35891461319
934,137654.81719005972
1920,124273.26705181533
2631,146041.53989564264
1768,526238.0688394962
2040,114864.94806264898
1749,229967.0514732059
834,262343.7412305026
1457,227790.43961693495
79,91509.04582684104
2302,123006.67112163856
1817,128743.83450301927
2755,223673.28062944533
359,174541.80180000924
2059,99332.71973678339
2092,233586.10656944112
2516,239881.35659253658
150,110731.34615201953
1656,148253.252390904
83,85522.86898453113
2411,184495.74712794466
795,84101.16105605186
2312,218820.93694973257
2917,112423.78618470632
1624,187910.6845299171
2215,293995.3855458085
1211,148475.569909213
1485,147638.06831278806
1024,196622.25660496572
570,191838.47153269834
2874,142369.9457231613
700,158091.5681344808
2756,204954.3162917261
2022,172832.8012850685
583,228104.75023025266
2392,370461.0028977087
2424,174437.36547637123
212,118218.6207966925
736,119486.71098804497
1610,187025.30079396677
890,112747.47353431246
467,182592.59682191338
578,231739.2463489541
1747,209704.80395311798
1149,142387.36671461735
2758,255006.52954268886
857,117068.00752559828
2219,283887.4381517236
733,103426.73516708681
2909,112033.11611688306
1798,259259.46959290927
235,113733.68946771743
2366,115744.25621339005
1027,129438.71607028176
1195,138662.89297340636
1303,28404.656917596905
148,193464.2345146749
608,164301.93660715583
2515,212345.02689098808
821,265660.7150662594
2500,283589.9674005902
745,116179.54279708429
741,128982.57805845315
1611,147578.34133223034
2532,120821.48140009359
1081,222279.7102233374
1692,423270.5330196485
2520,191257.16012033235
276,112013.88054837681
1992,124783.03970968866
663,32039.716367261513
418,98266.31514024168
1733,197431.7754345747
2359,140993.91294358694
253,180535.97242719732
1518,180896.39083951415
2035,137543.9249525959
2919,67066.58298482405
1540,236115.07661386536
2120,143146.88833375985
1674,161673.0234998044
256,145702.60291306252
2361,91643.60677575418
978,79904.82044138211
2280,125901.90910286529
2095,228357.1412484993
1709,342032.64777858986
2801,249175.83508647158
1246,115277.19217364835
2373,80394.25991785628
1055,306217.5846939933
2017,126339.0850581743
1099,302537.7692049034
